metric_name,timestamp,metric_value,check,error,error_code,group,method,name,proto,status,subproto,tls_version,url,extra_tags
waiting_time,1581587557,19.684929,,,,::2nd grouping,,,,,,,,
checks,1581587557,0.000000,status,,,::2nd grouping,,,,,,,,
checks,1581587557,1.000000,body length,,,::2nd grouping,,,,,,,,
errors,1581587557,0.000000,,,,::2nd grouping,,,,,,,,
group_duration,1581587557,23.026484,,,,::2nd grouping,,,,,,,,
data_sent,1581587557,1598.000000,,,,,,,,,,,,
data_received,1581587557,280435.000000,,,,,,,,,,,,
iteration_duration,1581587557,3983.694399,,,,,,,,,,,,
iterations,1581587557,1.000000,,,,,,,,,,,,
http_reqs,1581587557,1.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_duration,1581587557,4693.552119,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_blocked,1581587557,0.000500,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_connecting,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_tls_handshaking,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_sending,1581587557,0.076201,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_waiting,1581587557,4179.082331,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_receiving,1581587557,514.393587,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
waiting_time,1581587557,4179.082331,,,,::1st grouping,,,,,,,,
checks,1581587557,1.000000,status,,,::1st grouping,,,,,,,,
checks,1581587557,0.000000,body length,,,::1st grouping,,,,,,,,
errors,1581587557,0.000000,,,,::1st grouping,,,,,,,,
group_duration,1581587557,4695.897558,,,,::1st grouping,,,,,,,,
http_reqs,1581587557,1.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_duration,1581587557,48.143603,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_blocked,1581587557,0.000400,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_connecting,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_tls_handshaking,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_sending,1581587557,0.093001,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_waiting,1581587557,45.220055,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_receiving,1581587557,2.830547,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
waiting_time,1581587557,45.220055,,,,::2nd grouping,,,,,,,,
checks,1581587557,0.000000,status,,,::2nd grouping,,,,,,,,
checks,1581587557,1.000000,body length,,,::2nd grouping,,,,,,,,
errors,1581587557,0.000000,,,,::2nd grouping,,,,,,,,
group_duration,1581587557,48.377308,,,,::2nd grouping,,,,,,,,
data_sent,1581587557,1556.000000,,,,,,,,,,,,
data_received,1581587557,280377.000000,,,,,,,,,,,,
iteration_duration,1581587557,4087.735336,,,,,,,,,,,,
iterations,1581587557,1.000000,,,,,,,,,,,,
http_reqs,1581587557,1.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_duration,1581587557,39.660062,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_blocked,1581587557,0.000600,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_connecting,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_tls_handshaking,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_sending,1581587557,0.132302,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_waiting,1581587557,38.601544,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_receiving,1581587557,0.926216,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
waiting_time,1581587557,38.601544,,,,::2nd grouping,,,,,,,,
checks,1581587557,0.000000,status,,,::2nd grouping,,,,,,,,
checks,1581587557,1.000000,body length,,,::2nd grouping,,,,,,,,
errors,1581587557,0.000000,,,,::2nd grouping,,,,,,,,
group_duration,1581587557,39.891665,,,,::2nd grouping,,,,,,,,
data_sent,1581587557,2190.000000,,,,,,,,,,,,
data_received,1581587557,285838.000000,,,,,,,,,,,,
iteration_duration,1581587557,4073.191194,,,,,,,,,,,,
iterations,1581587557,1.000000,,,,,,,,,,,,
http_reqs,1581587557,1.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_duration,1581587557,4046.991456,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_blocked,1581587557,0.000800,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_connecting,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_tls_handshaking,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_sending,1581587557,0.062001,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_waiting,1581587557,3386.189325,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_receiving,1581587557,660.740130,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
waiting_time,1581587557,3386.189325,,,,::1st grouping,,,,,,,,
checks,1581587557,1.000000,status,,,::1st grouping,,,,,,,,
checks,1581587557,0.000000,body length,,,::1st grouping,,,,,,,,
errors,1581587557,0.000000,,,,::1st grouping,,,,,,,,
group_duration,1581587557,4049.399596,,,,::1st grouping,,,,,,,,
http_reqs,1581587557,1.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_duration,1581587557,71.517594,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_blocked,1581587557,0.000800,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_connecting,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_tls_handshaking,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_sending,1581587557,0.061501,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_waiting,1581587557,71.374291,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_receiving,1581587557,0.081802,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
waiting_time,1581587557,71.374291,,,,::2nd grouping,,,,,,,,
checks,1581587557,0.000000,status,,,::2nd grouping,,,,,,,,
checks,1581587557,1.000000,body length,,,::2nd grouping,,,,,,,,
errors,1581587557,0.000000,,,,::2nd grouping,,,,,,,,
group_duration,1581587557,71.719497,,,,::2nd grouping,,,,,,,,
data_sent,1581587557,1598.000000,,,,,,,,,,,,
data_received,1581587557,280643.000000,,,,,,,,,,,,
iteration_duration,1581587557,4767.696157,,,,,,,,,,,,
iterations,1581587557,1.000000,,,,,,,,,,,,
http_reqs,1581587557,1.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_duration,1581587557,40.981684,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_blocked,1581587557,0.000800,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_connecting,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_tls_handshaking,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_sending,1581587557,0.092401,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_waiting,1581587557,40.736880,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_receiving,1581587557,0.152403,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
waiting_time,1581587557,40.736880,,,,::2nd grouping,,,,,,,,
checks,1581587557,0.000000,status,,,::2nd grouping,,,,,,,,
checks,1581587557,1.000000,body length,,,::2nd grouping,,,,,,,,
errors,1581587557,0.000000,,,,::2nd grouping,,,,,,,,
group_duration,1581587557,41.275389,,,,::2nd grouping,,,,,,,,
data_sent,1581587557,1598.000000,,,,,,,,,,,,
data_received,1581587557,280482.000000,,,,,,,,,,,,
iteration_duration,1581587557,4090.722286,,,,,,,,,,,,
iterations,1581587557,1.000000,,,,,,,,,,,,
http_reqs,1581587557,1.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_duration,1581587557,4072.403280,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_blocked,1581587557,0.032401,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_connecting,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_tls_handshaking,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_sending,1581587557,0.081501,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_waiting,1581587557,3393.638750,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_receiving,1581587557,678.683029,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
waiting_time,1581587557,3393.638750,,,,::1st grouping,,,,,,,,
checks,1581587557,1.000000,status,,,::1st grouping,,,,,,,,
checks,1581587557,0.000000,body length,,,::1st grouping,,,,,,,,
errors,1581587557,0.000000,,,,::1st grouping,,,,,,,,
group_duration,1581587557,4074.618217,,,,::1st grouping,,,,,,,,
http_reqs,1581587557,1.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_duration,1581587557,18.623511,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_blocked,1581587557,0.000800,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_connecting,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_tls_handshaking,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_sending,1581587557,0.089802,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_waiting,1581587557,18.408507,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_receiving,1581587557,0.125202,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
waiting_time,1581587557,18.408507,,,,::2nd grouping,,,,,,,,
checks,1581587557,0.000000,status,,,::2nd grouping,,,,,,,,
checks,1581587557,1.000000,body length,,,::2nd grouping,,,,,,,,
errors,1581587557,0.000000,,,,::2nd grouping,,,,,,,,
group_duration,1581587557,18.921516,,,,::2nd grouping,,,,,,,,
data_sent,1581587557,1556.000000,,,,,,,,,,,,
data_received,1581587557,280473.000000,,,,,,,,,,,,
iteration_duration,1581587557,4093.593834,,,,,,,,,,,,
iterations,1581587557,1.000000,,,,,,,,,,,,
http_reqs,1581587557,1.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_duration,1581587557,4116.203512,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_blocked,1581587557,0.000900,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_connecting,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_tls_handshaking,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_sending,1581587557,0.145103,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_waiting,1581587557,3547.369315,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_receiving,1581587557,568.689094,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
waiting_time,1581587557,3547.369315,,,,::1st grouping,,,,,,,,
checks,1581587557,1.000000,status,,,::1st grouping,,,,,,,,
checks,1581587557,0.000000,body length,,,::1st grouping,,,,,,,,
errors,1581587557,0.000000,,,,::1st grouping,,,,,,,,
group_duration,1581587557,4118.543551,,,,::1st grouping,,,,,,,,
http_reqs,1581587557,1.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_duration,1581587557,36.318406,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_blocked,1581587557,0.000800,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_connecting,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_tls_handshaking,1581587557,0.000000,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_sending,1581587557,0.097202,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_waiting,1581587557,36.087102,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
http_req_receiving,1581587557,0.134102,,,1500,::2nd grouping,GET,https://store.mosaiq.one//legal/privacy,HTTP/2.0,500,,tls1.2,https://store.mosaiq.one//legal/privacy,
waiting_time,1581587557,36.087102,,,,::2nd grouping,,,,,,,,
checks,1581587557,0.000000,status,,,::2nd grouping,,,,,,,,
checks,1581587557,1.000000,body length,,,::2nd grouping,,,,,,,,
errors,1581587557,0.000000,,,,::2nd grouping,,,,,,,,
group_duration,1581587557,36.583911,,,,::2nd grouping,,,,,,,,
data_sent,1581587557,1598.000000,,,,,,,,,,,,
data_received,1581587557,280339.000000,,,,,,,,,,,,
iteration_duration,1581587557,4155.170462,,,,,,,,,,,,
iterations,1581587557,1.000000,,,,,,,,,,,,
http_reqs,1581587557,1.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_duration,1581587557,4095.779470,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_blocked,1581587557,0.000800,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_connecting,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_tls_handshaking,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_sending,1581587557,0.075301,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_waiting,1581587557,3491.004075,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_receiving,1581587557,604.700094,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
waiting_time,1581587557,3491.004075,,,,::1st grouping,,,,,,,,
checks,1581587557,1.000000,status,,,::1st grouping,,,,,,,,
checks,1581587557,0.000000,body length,,,::1st grouping,,,,,,,,
errors,1581587557,0.000000,,,,::1st grouping,,,,,,,,
group_duration,1581587557,4101.311363,,,,::1st grouping,,,,,,,,
http_reqs,1581587557,1.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_duration,1581587557,4187.622503,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_blocked,1581587557,0.000600,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_connecting,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_tls_handshaking,1581587557,0.000000,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_sending,1581587557,0.053601,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
http_req_waiting,1581587557,3533.242680,,,,::1st grouping,GET,https://store.mosaiq.one/,HTTP/2.0,200,,tls1.2,https://store.mosaiq.one/,
